,A4:BD:C4:2E:D7:70 (Dignajas Rozes),A4:BD:C4:2E:D7:74 (Dignajas Rozes 5G),6A:51:48:7C:54:95 (RosaMaria \xF0\x9F\x92\x95),9A:62:AB:67:28:4B (PhPhPhone),4C:75:25:CD:DD:E9 (M5Stick),94:B9:7E:A9:10:15 (M5Atom),room_index,measurement_index,batch_index,x,y,18:4A:6F:54:B2:82 (ALHN-8A10),84:3E:92:6E:08:58 (OPTIC0852),90:16:BA:F8:CA:B4 (OPTICCAAC),90:16:BA:F8:CA:B8 (OPTICCAAC-5G),90:16:BA:F8:C7:DC (TheForceStrong),84:3E:92:6E:08:5C (OPTIC0852-5G),06:D6:AA:E7:35:25 (AndroidAP3525),B4:E8:42:9A:0E:5A (LEDnet00339A0E5A),F0:68:65:36:11:F9 (ALHN-442D),DC:2C:6E:F6:6F:A2 (LMT-2GHz-6F9D),90:16:BA:F8:C7:D8 (TheForceWeak),84:3E:92:6E:29:5C (Apollo Creed),10:27:F5:3F:31:2B (Ziepis),54:37:BB:B1:71:59 (Diagon Alleys),84:3E:92:6E:29:60 (OPTIC2953-5G),5C:1A:6F:EC:B0:21 (ALHN-A333),1C:43:63:6A:56:F4 (OPTIC56EC),A2:B3:8D:32:AC:0D (HUAWEI_B535_AC32),A2:B3:8D:32:AC:11 (HUAWEI_B535_AC32_5G),8C:DE:F9:0B:E5:89 (Dignajas 12),A2:B3:8D:32:AC:09 (HUAWEI_B535_AC32),F8:0C:58:10:DC:39 (ALHN-C1EF),F0:2F:74:B7:02:00 (Swamp),D4:1A:D1:3E:C6:71 (Baltcom_C671),B4:26:5D:A5:20:A9 (ALHN-76BA),94:00:B0:1D:01:80 (EDGE-h5fG),FA:0C:58:40:DC:3D (),F0:2F:74:B7:02:04 (Swamp),08:55:31:A1:C2:10 (LMT-C20B),28:68:D2:80:AB:C4 (EDGE-q8Ef),5C:1A:6F:EC:B9:8D (ALHN-A45E),5C:1A:6F:EC:C3:7D (ALHN-A532),E4:C3:2A:90:85:DB (House of Cats 2.4 GHz),6C:16:32:B4:45:48 (OPTIC4542),EA:C3:2A:86:C7:D1 (),14:CB:19:E5:58:9C (DIRECT-9B-HP DeskJet 2700 series),E4:C3:2A:86:C7:D1 (TP-Link_C7D1),D4:62:EA:C8:19:BE (RUTTE),10:27:F5:3F:31:2A (Ziepis5G),D4:62:EA:C8:19:C2 (),A4:BD:C4:2F:06:44 (OPTIC063B),88:40:33:7E:27:6C (OPTICCAAC),5C:1A:6F:46:CA:67 (ALHN-D988),68:3A:48:34:82:10 (MTK_SOFT_AP),A8:AD:3D:D3:80:20 (ALHN-8616),68:3A:48:34:82:10 ([washer] Samsung),C4:44:7D:70:58:04 (OPTIC57FE),E2:36:B3:04:C2:89 (smartDongle-F9F8),FA:0C:58:40:DC:39 (),1A:30:14:7A:2C:08 (RosaMaria \xF0\x9F\x92\x95),64:D1:54:87:3F:E6 (MikroTik-873FE6),D4:1A:D1:3E:C6:72 (Baltcom_C671),5C:64:7A:47:46:58 (ALHN-BBED),1C:43:63:6A:56:F8 (OPTIC56EC-5G),FA:0D:AC:EC:1E:E0 (DIRECT-E0-HP Laser 137fnw),88:40:33:7E:27:70 (OPTICCAAC-5G),00:5F:67:46:A6:24 (Dignajas 3B-15),04:D3:B5:6A:88:C7 (HUAWEI-B535-88C7),04:D3:B5:6A:88:CC (HUAWEI-B535-88C7_5G),F0:68:65:36:11:FD (ALHN-442D-5),C4:EA:1D:B7:5A:F1 (TNCAPB75AF1)
1136,-64,-58,-51,-52,-79,-59,2,5,37,468,385,-84.0,-70.0,-66,-71,-79,-73,-89.0,,-86.0,,-76.0,-79.0,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,-87.0,,,,,,,,,,,,,,,,,,,
1137,-50,-58,-51,-48,-65,-62,2,5,38,468,385,-84.0,-74.0,-66,-71,-79,-73,-87.0,,-86.0,,-76.0,-79.0,,,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,-87.0,,,,,,,,,,,,-86.0,,,,,,,
1138,-50,-58,-51,-48,-65,-62,2,5,39,468,385,-84.0,-74.0,-66,-71,-79,-73,-87.0,,-86.0,,-76.0,-79.0,,,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,-87.0,,,,,,,,,,,,-86.0,,,,,,,
1139,-63,-58,-55,-51,-73,-59,2,5,40,468,385,-84.0,-74.0,-66,-73,-86,-74,-87.0,,-86.0,,-76.0,-81.0,,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,-87.0,,,,,,,,,,,,-86.0,,,,,,,
1140,-63,-58,-55,-51,-73,-59,2,5,41,468,385,-84.0,-74.0,-66,-73,-86,-74,-87.0,,-86.0,,-76.0,-81.0,,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,-87.0,,,,,,,,,,,,-86.0,,,,,,,
1141,-63,-58,-55,-51,-73,-59,2,5,42,468,385,-84.0,-74.0,-66,-73,-86,-74,-87.0,,-86.0,,-76.0,-81.0,,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,,-86.0,,,,,,,
1142,-63,-58,-55,-51,-73,-59,2,5,43,468,385,-84.0,-74.0,-66,-73,-86,-74,-87.0,,-86.0,,-76.0,-81.0,,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,,-86.0,,,,,,,
1143,-63,-58,-55,-51,-73,-59,2,5,44,468,385,-84.0,-74.0,-66,-73,-86,-74,-87.0,,-86.0,,-76.0,-81.0,,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,,-86.0,,,,,,,
1144,-63,-58,-55,-51,-73,-59,2,5,45,468,385,-84.0,-74.0,-66,-73,-86,-74,-87.0,,,,-76.0,-81.0,,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,,-86.0,,,,,,,
1145,-63,-58,-55,-51,-73,-59,2,5,46,468,385,-84.0,-74.0,-66,-73,-86,-74,-87.0,,,,-76.0,-81.0,,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,,-86.0,,,,,,,
1146,-63,-58,-55,-51,-73,-59,2,5,47,468,385,-84.0,-74.0,-66,-73,-86,-74,-87.0,,,,-76.0,-81.0,,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,,-86.0,,,,,,,
1147,-63,-58,-55,-51,-73,-59,2,5,48,468,385,-84.0,-74.0,-66,-73,-86,-74,-87.0,,,,-76.0,-81.0,,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,,-86.0,,,,,,,
1148,-63,-58,-55,-51,-73,-59,2,5,49,468,385,-84.0,-74.0,-66,-73,-86,-74,-87.0,,,,-76.0,-81.0,,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,,-86.0,,,,,,,
1149,-53,-56,-59,-50,-70,-61,2,5,50,468,385,-84.0,-67.0,-75,-70,-82,-79,-87.0,,,,-74.0,-74.0,,,-79.0,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,-88.0,,,,,,,,,,,,-85.0,,,,,,,
1150,-61,-58,-61,-50,-57,-65,2,6,1,52,275,-73.0,-68.0,-83,-70,-75,-78,-84.0,-85.0,-85.0,-86.0,-75.0,-81.0,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,-85.0,,,,,,,
1151,-61,-58,-61,-50,-57,-65,2,6,2,52,275,-73.0,-68.0,-83,-70,-75,-78,-84.0,-85.0,-85.0,-86.0,-75.0,-81.0,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,-85.0,,,,,,,
1152,-61,-58,-61,-50,-57,-65,2,6,3,52,275,-73.0,-68.0,-83,-70,-75,-78,-84.0,-85.0,-85.0,-86.0,-75.0,-81.0,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,-85.0,,,,,,,
1153,-61,-58,-61,-50,-57,-65,2,6,4,52,275,-73.0,-68.0,-83,-70,-75,-78,-84.0,-85.0,-85.0,-86.0,-75.0,-81.0,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,-85.0,,,,,,,
1154,-61,-58,-61,-50,-57,-65,2,6,5,52,275,-73.0,-68.0,-83,-70,-75,-78,-84.0,-85.0,-85.0,-86.0,-75.0,-81.0,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,-85.0,,,,,,,
1155,-61,-58,-61,-50,-57,-65,2,6,6,52,275,-73.0,-68.0,-83,-70,-75,-78,-84.0,-85.0,-85.0,-86.0,-75.0,-81.0,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,-85.0,,,,,,,
1156,-61,-58,-61,-50,-57,-65,2,6,7,52,275,-73.0,-68.0,-83,-70,-75,-78,-84.0,-85.0,-85.0,-86.0,-75.0,-81.0,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,-85.0,,,,,,,
1157,-61,-58,-61,-50,-57,-65,2,6,8,52,275,-73.0,-68.0,-83,-70,-75,-78,-84.0,-85.0,-85.0,-86.0,-75.0,-81.0,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,-85.0,,,,,,,
1158,-61,-58,-61,-50,-57,-65,2,6,9,52,275,-73.0,-68.0,-83,-70,-75,-78,-84.0,-85.0,-85.0,-86.0,-75.0,-81.0,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,-85.0,,,,,,,
1159,-61,-58,-61,-50,-57,-65,2,6,10,52,275,-73.0,-68.0,-83,-70,-75,-78,-84.0,-85.0,-85.0,-86.0,-75.0,-81.0,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,-85.0,,,,,,,
1160,-61,-58,-61,-50,-57,-65,2,6,11,52,275,-73.0,-68.0,-83,-70,-75,-78,-84.0,-85.0,-85.0,-86.0,-75.0,-81.0,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,-85.0,,,,,,,
1161,-61,-58,-61,-50,-57,-65,2,6,12,52,275,-73.0,-68.0,-83,-70,-75,-78,-84.0,-85.0,-85.0,-86.0,-75.0,-81.0,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,-85.0,,,,,,,
1162,-61,-58,-61,-50,-57,-65,2,6,13,52,275,-73.0,-68.0,-83,-70,-75,-78,-84.0,-85.0,-85.0,-86.0,-75.0,-81.0,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,-85.0,,,,,,,
1163,-60,-67,-67,-56,-66,-76,2,6,14,52,275,-73.0,-64.0,-80,-84,-81,-86,-84.0,-81.0,-85.0,-86.0,-75.0,-81.0,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.0,,,,,,,,,,,,-85.0,,,,,,,
1164,-68,-60,-67,-49,-59,-73,2,6,15,52,275,-73.0,-64.0,-65,-70,-81,-74,-81.0,-83.0,-87.0,-86.0,-75.0,-72.0,,,-80.0,,,,,,,-84.0,,,,,,,-86.0,,,,,,,,,,,,,-84.0,-82.0,,,,,,,,,,,-85.0,,,,,,,
1165,-59,-67,-57,-58,-65,-73,2,6,16,52,275,-73.0,-68.0,-80,-84,-80,-85,-81.0,-82.0,-87.0,-86.0,-76.0,-80.0,,,-80.0,,,,,,,-84.0,,,,,,,-86.0,,,,,,,,,,,,,-85.0,-82.0,,,,,,,,,,,-85.0,,,,,,,
1166,-59,-67,-57,-58,-65,-73,2,6,17,52,275,-73.0,-68.0,-80,-84,-80,-85,-81.0,-82.0,-87.0,-86.0,-76.0,-80.0,,,-80.0,,,,,,,-84.0,,,,,,,-86.0,,,,,,,,,,,,,-85.0,-82.0,,,,,,,,,,,-85.0,,,,,,,
1167,-65,-62,-57,-50,-58,-66,2,6,18,52,275,-57.0,-68.0,-72,-72,-78,-75,-81.0,-82.0,-87.0,-86.0,-69.0,-73.0,,,-79.0,,,,,,,-84.0,,,,,,,-86.0,,,,,,,,,,,,,-85.0,-82.0,,,,,,,,,,,,,,,,,,
1168,-65,-62,-57,-50,-58,-66,2,6,19,52,275,-57.0,-68.0,-72,-72,-78,-75,-81.0,-82.0,-87.0,-86.0,-69.0,-73.0,,,-79.0,,,,,,,-84.0,,,,,,,-86.0,,,,,,,,,,,,,-85.0,-82.0,,,,,,,,,,,,,,,,,,
1169,-59,-65,-62,-53,-66,-74,2,6,20,52,275,-76.0,-71.0,-78,-72,-83,-84,-81.0,-82.0,-87.0,-86.0,-77.0,-81.0,,,-79.0,,,,,,,-84.0,,,,,,,-86.0,,,,,,,,,,,,,-85.0,-82.0,,,,,,,,,,,,,,,,,,
1170,-59,-65,-62,-53,-66,-74,2,6,21,52,275,-76.0,-71.0,-78,-72,-83,-84,-81.0,-82.0,-87.0,-86.0,-77.0,-81.0,,,-79.0,,,,,,,-84.0,,,,,,,-86.0,,,,,,,,,,,,,-85.0,-82.0,,,,,,,,,,,,,,,,,,
1171,-59,-59,-46,-50,-59,-65,2,6,22,52,275,-65.0,-71.0,-66,-69,-75,-73,-81.0,-81.0,-87.0,-86.0,-79.0,-76.0,,,-80.0,,-86.0,,,,,-84.0,,,,,,,-86.0,,,,,,,,,,,,,-85.0,-82.0,,,,,,,,,,,,,,,,,,
1172,-59,-59,-46,-50,-59,-65,2,6,23,52,275,-65.0,-71.0,-66,-69,-75,-73,-81.0,-81.0,-87.0,-86.0,-79.0,-76.0,,,-80.0,,-86.0,,,,,-84.0,,,,,,,-86.0,,,,,,,,,,,,,-85.0,-82.0,,,,,,,,,,,,,,,,,,
1173,-59,-59,-46,-50,-59,-65,2,6,24,52,275,-65.0,-71.0,-66,-69,-75,-73,-81.0,-81.0,-87.0,-86.0,-79.0,-76.0,,,-80.0,,-86.0,,,,,-84.0,,,,,,,-86.0,,,,,,,,,,,,,-85.0,-82.0,,,,,,,,,,,,,,,,,,
1174,-59,-59,-46,-50,-59,-65,2,6,25,52,275,-65.0,-71.0,-66,-69,-75,-73,-81.0,-81.0,-87.0,-86.0,-79.0,-76.0,,,-80.0,,-86.0,,,,,-84.0,,,,,,,-86.0,,,,,,,,,,,,,-85.0,-82.0,,,,,,,,,,,,,,,,,,
1175,-56,-68,-56,-51,-63,-67,2,6,26,52,275,-76.0,-71.0,-79,-77,-75,-73,-80.0,-81.0,-87.0,-86.0,-72.0,-76.0,,,-84.0,,-86.0,,,,,-84.0,,,,,,,-86.0,,,,,,,,,,,,,-85.0,-82.0,,,,,,,,,,,,,,,,,,
1176,-56,-68,-56,-51,-63,-67,2,6,27,52,275,-76.0,-71.0,-79,-77,-75,-73,-80.0,-81.0,-87.0,-86.0,-72.0,-76.0,,,-84.0,,-86.0,,,,,-84.0,,,,,,,-86.0,,,,,,,,,,,,,-85.0,-82.0,,,,,,,,,,,,,,,,,,
1177,-56,-68,-56,-51,-63,-67,2,6,28,52,275,-76.0,-71.0,-79,-77,-75,-73,-80.0,-81.0,-87.0,-86.0,-72.0,-76.0,,,-84.0,,-86.0,,,,,-84.0,,,,,,,-86.0,,,,,,,,,,,,,-85.0,-82.0,,,,,,,,,,,,,,,,,,
1178,-56,-68,-56,-51,-63,-67,2,6,29,52,275,-76.0,-71.0,-79,-77,-75,-73,-80.0,-81.0,-87.0,-86.0,-72.0,-76.0,,,-84.0,,-86.0,,,,,-84.0,,,,,,,-86.0,,,,,,,,,,,,,-85.0,-82.0,,,,,,,,,,,,,,,,,,
1179,-56,-68,-56,-51,-63,-67,2,6,30,52,275,-76.0,-71.0,-79,-77,-75,-73,-80.0,-81.0,-87.0,-86.0,-72.0,-76.0,,,-84.0,,-86.0,,,,,-84.0,,,,,,,-86.0,,,,,,,,,,,,,-85.0,-82.0,,,,,,,,,,,,,,,,,,
1180,-56,-68,-56,-51,-63,-67,2,6,31,52,275,-76.0,-71.0,-79,-77,-75,-73,-80.0,-81.0,-87.0,-86.0,-72.0,-76.0,,,-84.0,,-86.0,,,,,-84.0,,,,,,,-86.0,,,,,,,,,,,,,-85.0,-82.0,,,,,,,,,,,,,,,,,,
1181,-63,-58,-56,-49,-59,-64,2,6,32,52,275,-63.0,-76.0,-67,-69,-77,-76,-84.0,-81.0,-87.0,,-82.0,-76.0,,,-82.0,,-86.0,,,,,-84.0,,,,,,,-86.0,,,,,,,,,,,,,-85.0,-82.0,,,,,,,,,,,,,,,,,,
1182,-63,-58,-56,-49,-59,-64,2,6,33,52,275,-63.0,-76.0,-67,-69,-77,-76,-84.0,-81.0,-87.0,,-82.0,-76.0,,,-82.0,,-86.0,,,,,-84.0,,,,,,,-86.0,,,,,,,,,,,,,-85.0,-82.0,,,,,,,,,,,,,,,,,,
1183,-63,-58,-56,-49,-59,-64,2,6,34,52,275,-63.0,-76.0,-67,-69,-77,-76,-84.0,-81.0,-87.0,,-82.0,-76.0,,,-82.0,,-86.0,,,,,-84.0,,,,,,,-86.0,,,,,,,,,,,,,-85.0,-82.0,,,,,,,,,,,,,,,,,,
1184,-63,-58,-56,-49,-59,-64,2,6,35,52,275,-63.0,-76.0,-67,-69,-77,-76,-84.0,-81.0,-87.0,,-82.0,-76.0,,,-82.0,,-86.0,,,,,-84.0,,,,,,,-86.0,,,,,,,,,,,,,-85.0,-82.0,,,,,,,,,,,,,,,,,,
1185,-63,-58,-56,-49,-59,-64,2,6,36,52,275,-63.0,-76.0,-67,-69,-77,-76,-84.0,-81.0,-87.0,,-82.0,-76.0,,,-82.0,,-86.0,,,,,-84.0,,,,,,,-86.0,,,,,,,,,,,,,-85.0,-82.0,,,,,,,,,,,,,,,,,,
1186,-63,-58,-56,-49,-59,-64,2,6,37,52,275,-63.0,-76.0,-67,-69,-77,-76,-84.0,-81.0,-87.0,,-82.0,-76.0,,,-82.0,,-86.0,,,,,-84.0,,,,,,,-86.0,,,,,,,,,,,,,-85.0,-82.0,,,,,,,,,,,,,,,,,,
1187,-63,-58,-56,-49,-59,-64,2,6,38,52,275,-63.0,-76.0,-67,-69,-77,-76,-84.0,-81.0,-87.0,,-82.0,-76.0,,,-82.0,,-86.0,,,,,-84.0,,,,,,,-86.0,,,,,,,,,,,,,-85.0,-82.0,,,,,,,,,,,,,,,,,,
1188,-63,-58,-56,-49,-59,-64,2,6,39,52,275,-63.0,-76.0,-67,-69,-77,-76,-84.0,-81.0,-87.0,,-82.0,-76.0,,,-82.0,,-86.0,,,,,-84.0,,,,,,,-86.0,,,,,,,,,,,,,-85.0,-82.0,,,,,,,,,,,,,,,,,,
1189,-63,-58,-56,-49,-59,-64,2,6,40,52,275,-63.0,-76.0,-67,-69,-77,-76,-84.0,-81.0,-87.0,,-82.0,-76.0,,,-82.0,,-86.0,,,,,-84.0,,,,,,,-86.0,,,,,,,,,,,,,-85.0,-82.0,,,,,,,,,,,,,,,,,,
1190,-63,-58,-56,-49,-59,-64,2,6,41,52,275,-63.0,-76.0,-67,-69,-77,-76,-84.0,-81.0,-87.0,,-82.0,-76.0,,,-82.0,,-86.0,,,,,-84.0,,,,,,,-86.0,,,,,,,,,,,,,-85.0,-82.0,,,,,,,,,,,,,,,,,,
1191,-57,-63,-56,-56,-66,-66,2,6,42,52,275,-73.0,-76.0,-67,-80,-83,-82,-84.0,-83.0,-87.0,,-82.0,-76.0,,,-82.0,,-86.0,,,,,-84.0,,,,,,,-86.0,,,,,,,,,,,,,-85.0,-82.0,,,,,,,,,,,,,,,,,,
1192,-57,-63,-56,-56,-66,-66,2,6,43,52,275,-73.0,-76.0,-67,-80,-83,-82,-84.0,-83.0,-87.0,,-82.0,-76.0,,,-82.0,,-86.0,,,,,-84.0,,,,,,,-86.0,,,,,,,,,,,,,-85.0,-82.0,,,,,,,,,,,,,,,,,,
1193,-57,-63,-56,-56,-66,-66,2,6,44,52,275,-73.0,-76.0,-67,-80,-83,-82,-84.0,-83.0,-87.0,,-82.0,-76.0,,,-82.0,,-86.0,,,,,-84.0,,,,,,,-86.0,,,,,,,,,,,,,-85.0,-82.0,,,,,,,,,,,,,,,,,,
1194,-57,-63,-56,-56,-66,-66,2,6,45,52,275,-73.0,-76.0,-67,-80,-83,-82,-84.0,-83.0,-87.0,,-82.0,-76.0,,,-82.0,,-86.0,,,,,-84.0,,,,,,,-86.0,,,,,,,,,,,,,-85.0,-82.0,,,,,,,,,,,,,,,,,,
1195,-63,-60,-56,-51,-59,-61,2,6,46,52,275,-73.0,-76.0,-68,-72,-83,-82,-80.0,-83.0,-87.0,,-82.0,-77.0,,,-82.0,,-86.0,,,,,-84.0,,,,,,,-86.0,,,,,,,-83.0,,,,,,-85.0,-82.0,,,,,,,,,,,,,,,,,,
1196,-63,-60,-56,-51,-59,-61,2,6,47,52,275,-73.0,-76.0,-68,-72,-83,-82,-80.0,-83.0,-87.0,,-82.0,-77.0,,,-82.0,,-86.0,,,,,-84.0,,,,,,,-86.0,,,,,,,-83.0,,,,,,-85.0,-82.0,,,,,,,,,,,,,,,,,,
1197,-63,-60,-56,-51,-59,-61,2,6,48,52,275,-73.0,-76.0,-68,-72,-83,-82,-80.0,-83.0,-87.0,,-82.0,-77.0,,,-82.0,,-86.0,,,,,-84.0,,,,,,,-86.0,,,,,,,-83.0,,,,,,-85.0,-82.0,,,,,,,,,,,,,,,,,,
1198,-63,-60,-56,-51,-59,-61,2,6,49,52,275,-73.0,-76.0,-68,-72,-83,-82,-80.0,-83.0,-87.0,,-82.0,-77.0,,,-82.0,,-86.0,,,,,-84.0,,,,,,,-86.0,,,,,,,-83.0,,,,,,-85.0,-82.0,,,,,,,,,,,,,,,,,,
1199,-56,-64,-62,-53,-66,-67,2,6,50,52,275,-76.0,-66.0,-77,-80,-83,-85,-82.0,-81.0,-87.0,,-72.0,-77.0,,,-82.0,,-86.0,,,,,-84.0,,,,,,,,,,,,,,-83.0,,,,,,-85.0,-82.0,,,,,,,,,,,,,,,,,,
1200,-70,-62,-62,-62,-70,-65,2,7,1,156,275,-79.0,-79.0,-67,-73,-83,-83,-82.0,-81.0,,,-80.0,-75.0,,,-85.0,,,,,,,,,,,,,,,,,,,,,-83.0,,,,,-86.0,,,,,,,,,,,,,,,,,,,,
1201,-70,-62,-62,-62,-70,-65,2,7,2,156,275,-79.0,-79.0,-67,-73,-83,-83,-82.0,-81.0,,,-80.0,-75.0,,,-85.0,,,,,,,,,,,,,,,,,,,,,-83.0,,,,,-86.0,,,,,,,,,,,,,,,,,,,,
1202,-57,-67,-62,-49,-68,-61,2,7,3,156,275,-79.0,-79.0,-76,-73,-82,-84,-82.0,-81.0,,,-86.0,-75.0,,,-85.0,,-88.0,,,,,,,,,,,,,,,,,,,-83.0,,,,,-86.0,,,,,-88.0,,,,,,,,,,,,,,,
1203,-57,-67,-62,-49,-68,-61,2,7,4,156,275,-79.0,-79.0,-76,-73,-82,-84,-82.0,-81.0,,,-86.0,-75.0,,,-85.0,,-88.0,,,,,,,,,,,,,,,,,,,-83.0,,,,,-86.0,,,,,-88.0,,,,,,,,,,,,,,,
1204,-57,-67,-62,-49,-68,-61,2,7,5,156,275,-79.0,-79.0,-76,-73,-82,-84,-82.0,-81.0,,,-86.0,-75.0,,,-85.0,,-88.0,,,,,,,,,,,,,,,,,,,-83.0,,,,,-86.0,,,,,-88.0,,,,,,,,,,,,,,,
1205,-57,-67,-62,-49,-68,-61,2,7,6,156,275,-79.0,-79.0,-76,-73,-82,-84,-82.0,-81.0,,,-86.0,-75.0,,,-85.0,,-88.0,,,,,,,,,,,,,,,,,,,-83.0,,,,,-86.0,,,,,-88.0,,,,,,,,,,,,,,,
1206,-57,-67,-62,-49,-68,-61,2,7,7,156,275,-79.0,-79.0,-76,-73,-82,-84,-82.0,-81.0,,,-86.0,-75.0,,,-85.0,,-88.0,,,,,,,,,,,,,,,,,,,-83.0,,,,,-86.0,,,,,-88.0,,,,,,,,,,,,,,,
1207,-57,-67,-62,-49,-68,-61,2,7,8,156,275,-79.0,-79.0,-76,-73,-82,-84,-82.0,-81.0,,,-86.0,-75.0,,,-85.0,,-88.0,,,,,,,,,,,,,,,,,,,-83.0,,,,,-86.0,,,,,-88.0,,,,,,,,,,,,,,,
1208,-57,-67,-62,-49,-68,-61,2,7,9,156,275,-79.0,-79.0,-76,-73,-82,-84,-82.0,-81.0,,,-86.0,-75.0,,,-85.0,,-88.0,,,,,,,,,,,,,,,,,,,-83.0,,,,,-86.0,,,,,-88.0,,,,,,,,,,,,,,,
1209,-57,-67,-62,-49,-68,-61,2,7,10,156,275,-79.0,-79.0,-76,-73,-82,-84,-82.0,-81.0,,,-86.0,-75.0,,,-85.0,,-88.0,,,,,,,,,,,,,,,,,,,-83.0,,,,,-86.0,,,,,-88.0,,,,,,,,,,,,,,,
1210,-67,-62,-61,-64,-72,-66,2,7,11,156,275,-73.0,-72.0,-80,-74,-84,-84,-82.0,-81.0,,,-86.0,-76.0,,,-85.0,,-88.0,,,,,,,,,,,,,,,,,,,-83.0,,,,,-86.0,,,,,-88.0,,,,,,,,,,,,,,,
1211,-67,-62,-61,-64,-72,-66,2,7,12,156,275,-73.0,-72.0,-80,-74,-84,-84,-82.0,-81.0,,,-86.0,-76.0,,,-85.0,,-88.0,,,,,,,,,,,,,,,,,,,-83.0,,,,,-86.0,,,,,-88.0,,,,,,,,,,,,,,,
1212,-67,-62,-61,-64,-72,-66,2,7,13,156,275,-73.0,-72.0,-80,-74,-84,-84,-82.0,-81.0,,,-86.0,-76.0,,,-85.0,,-88.0,,,,,,,,,,,,,,,,,,,-83.0,,,,,-86.0,,,,,-88.0,,,,,,,,,,,,,,,
1213,-67,-62,-61,-64,-72,-66,2,7,14,156,275,-73.0,-72.0,-80,-74,-84,-84,-82.0,-81.0,,,-86.0,-76.0,,,-85.0,,-88.0,,,,,,,,,,,,,,,,,,,-83.0,,,,,-86.0,,,,,-88.0,,,,,,,,,,,,,,,
1214,-67,-62,-61,-64,-72,-66,2,7,15,156,275,-73.0,-72.0,-80,-74,-84,-84,-82.0,-81.0,,,-86.0,-76.0,,,-85.0,,-88.0,,,,,,,,,,,,,,,,,,,-83.0,,,,,-86.0,,,,,-88.0,,,,,,,,,,,,,,,
1215,-67,-62,-61,-64,-72,-66,2,7,16,156,275,-73.0,-72.0,-80,-74,-84,-84,-82.0,-81.0,,,-86.0,-76.0,,,-85.0,,-88.0,,,,,,,,,,,,,,,,,,,-83.0,,,,,-86.0,,,,,-88.0,,,,,,,,,,,,,,,
1216,-67,-62,-61,-64,-72,-66,2,7,17,156,275,-73.0,-72.0,-80,-74,-84,-84,-82.0,-81.0,,,-86.0,-76.0,,,-85.0,,-88.0,,,,,,,,,,,,,,,,,,,-83.0,,,,,-86.0,,,,,-88.0,,,,,,,,,,,,,,,
1217,-67,-62,-61,-64,-72,-66,2,7,18,156,275,-73.0,-72.0,-80,-74,-84,-84,-82.0,-81.0,,,-86.0,-76.0,,,-85.0,,-88.0,,,,,,,,,,,,,,,,,,,-83.0,,,,,-86.0,,,,,-88.0,,,,,,,,,,,,,,,
1218,-67,-62,-61,-64,-72,-66,2,7,19,156,275,-73.0,-72.0,-80,-74,-84,-84,-82.0,-81.0,,,-86.0,-76.0,,,-85.0,,-88.0,,,,,,,,,,,,,,,,,,,-83.0,,,,,-86.0,,,,,-88.0,,,,,,,,,,,,,,,
